CCEmails,District,EmailAddress,ID,Name,Phone,Province,Status
,Nkulumane,,ZW090A02,Tshabalala Clinic,+263783285105,Bulawayo,active
,,,dummydummydummy,dummy,,,inactive
,Buhera,,ZW010129,Chirozva Clinic,+263774144532,Manicaland,active
,Mutasa,,ZW010664,Eastern Highlands Plantations Clinic,+263783279406,Manicaland,active
,Gutu,,ZW080103,Dewure 2 R.H.C BIKITA,+263774149145,Masvingo,active
,Uzumba Maramba Pfungwe,,ZW030337,Muskwe Clinic,+263774160806,Mashonaland East,active
,Chirumhanzu,,ZW070102,Denhere Clinic Chirumhanzu,+263774150259,Midlands,inactive
,Chipinge,,ZW,TINGAMIRA,,Manicaland,active
,Chipinge,,ZW010346,Chiriga Clinic,+263774144893,Manicaland,active
,Insiza,,ZW060404,Mabuze Rural Health Centre,+263774151876,Matabeleland South,active
,Uzumba Maramba Pfungwe,,ZW030331,Maramba Clinic,+263774160700,Mashonaland East,active
,Mudzi,,ZW030692,Dendera Clinic,+263774159993,Mashonaland East,active
,Chimanimani,,ZW040309,Nyabango Rural Health Centre,263777146559,Manicaland,active
,Bikita,,ZW080106,Nyika Rural Health Centre,+263774149516,Masvingo,active
,Nyanga,,ZWdummy89,NYAJEZI CLINIC,,Manicaland,active
,Mutasa,,ZWdummy91,BARINGA STATE RESIDENCE,,Manicaland,active
,Marondera,,ZWdummy35,Mahusekwa District Hospital,+263783279351,Mashonaland East,active
,Shamva,,ZWdummy34,Madziwa Teachers' College,+263774157372,Mashonaland Central,active
,Lupane,,ZWdummy33,Lupane Prison,+263783279346,Matabeleland North,active
,Makoni,,ZWdummy32,Little Kraal Clinic,+263774147877,Manicaland,active
,Kwekwe,,ZWdummy31,Kwekwe ZPS Clinic,+263783283013,Midlands Province,active
,Western,,ZWdummy30,Kuwadzana Satellite Clinic,+263783282900,Harare,active
,Umguza,,ZWdummy29,Khami Staff Hospital,+263783279343,Matabeleland North,active
,Hurungwe,,ZWdummy28,Karoi Static Clinic,+263783285182,Mashonaland West,active
,Makonde,,ZWdummy27,Kanyaga Rural District Council Clinic,+263783285156,Mashonaland West,active
,Sanyati,,ZWdummy26,Kadoma ZRP Camp Clinic,+263783282985,Mashonaland West,active
,Hurungwe,,ZWdummy25,Hurungwe ZRP Camp Clinic,+263783285173,Mashonaland West,active
,Gokwe South,,ZWdummy24,Huchu Clinic,+263774150406,Midlands Province,active
,G,,ZWdummy23,Gweru Child Welfare Clinic,+263783285170,Midlands,active
,Guruve,,ZWdummy22,Guruve ZPS Clinic,+263783282883,Mashonaland Central,active
,Gutu,,ZWdummy21,Guni RHC,+263774149941,Masvingo,active
,Harare Central,,ZWdummy13,Chitungwiza Central Hospital,+263783282865,Harare,inactive
,Gweru,,ZWdummy07,Chinamasa Clinic,+263774150470,Midlands Province,active
,Infectious Diseases,,ZW000A0D,Wlikins Infectious Diseases Hospital,+263783282870,Harare,active
,Eastern,,ZW000A15,Greendale FHS Clinic,+263783285078,Harare,active
,Northern,,ZW000A17,Hatcliffe Polyclinic,+263783282832,Harare,active
,South Western,,ZW000A18,Highfield Polyclinic,+263783282901,Harare,active
,Western,,ZW000A19,Kambuzuma Polyclinic,+263783282895,Harare,active
,Western,,ZW000A20,Kuwadzana Polyclinic,+263783282898,Harare,active
,North Western,,ZW000A21,Mabelreign Clinic,+263783282896,Harare,active
,Eastern,,ZW000A23,Mabvuku Poly Clinic,+263771120253,Harare,active
,Southern,,ZW000A25,Matapi Clinic,+263783282912,Harare,active
,Southern,,ZW000A26,Mbare Hostels Clinic,+263783282829,Harare,active
,Southern,,ZW000A27,Mbare Polyclinic,+263783282910,Harare,active
,Northern,,ZW000A28,Mt Pleasant Clinic,+263783282892,Harare,active
,West South West,,ZW000A29,Mufakose Clinic,+263783282905,Harare,active
,North Western,,ZW000A33,Rujeko Polyclinic,+263783282889,Harare,active
,South Western,,ZW000A34,Rutsanana Polyclinic,+263783282903,Harare,active
,South Western,,ZW000A35,Southerton Clinic,+263783282897,Harare,active
,Southern,,ZW000A37,Sunningdale Clinic,+263783282830,Harare,active
,Eastern,,ZW000A38,Tafara FHS Clinic,+263783285077,Harare,active
,Western,,ZW000A39,Warren Park polyclinic,+263783282899,Harare,active
,Southern,,ZW000A41,Waterfalls Clinic,+263783282913,Harare,active
,South Western,,ZW000A42,Western Triangle Clinic,+263783282904,Harare,active
,Buhera,,ZW010126,Chabata Clinic,+263774144508,Manicaland,active
,Chimanimani,,ZW010266,Tilbury Clinic,+263774144883,Manicaland,active
,Mutare,,ZW01050F,St Andrew's Mission Hospital,+263774148342,Manicaland,active
"shamut@nmrl.org.zw, lawrence.chirowodza@gmail.com, musendamea@nmrl.org.zw",Mutare,,ZWdummy51,Mutare ZPCS Remand Clinic,+263783279369,Manicaland,active
,Chipinge,,ZW01030C,Mt Selinda Hospital,+263783282834,Manicaland,active
,Mutasa,,ZW010457,Tsonzo Rural Hospital,,Manicaland,active
,Mutare,,ZW10347,FORBES CLINIC,,Manicaland,active
,Chivi,,ZW080335,Chidyamakono clinic,,Masvingo,active
,Mutare,,ZW010530,Mambwere Clinic,+263774148245,Manicaland,active
,Makoni,,ZW010474,Rusape ZPCS Clinic,+263783279396,Manicaland,active
,Mwenezi,,ZW080625,Mazetese Clinic,+263774150200,Masvingo,active
,Chipinge,,ZW010329,Madhuko Clinic,+263774147597,Manicaland,active
,Chipinge,,ZW010367,Silver Stream Clinic,+263783279390,Manicaland,active
,Makoni,,ZW010418,Nyahowe Rural Health Centre,+263774148033,Manicaland,active
,Hwedza,,ZW000000,MUKAMBA-HWEDZA,+263774159934,Mashonaland East,active
,Makoni,,ZW010474,Rusape ZPCS Clinic,+263783279396,Manicaland,active
,Makoni,,ZW010475,Rusape ZRP Camp Clinic,+263783279395,Manicaland,active
,Makoni,,ZW010481,Mukuwapasi Rehab Clinic,+263774147972,Manicaland,inactive
,Gutu,,ZW080427,DEWURE CLINIC GUTU,+263774149136,Masvingo,active
,Chivi,,ZW080327,Madamombe Clinic,+263774150125,Masvingo,active
,Mutare,,ZW010509,MT Zuma Clinic,+263774148280,Manicaland,active
,Nyanga,,ZW010703,Fombe Rural Health Centre,+263774148985,Manicaland,active
,Mwenezi,,ZW080604,Maranda Sub Rural Health Centre,+263774150189,Masvingo,active
,Buhera,,ZWdummy96,ST MOSES/CHIREMWA CLINIC,,Manicaland,active
,Zaka,,ZW080725,Bota Clinic,+263774150054,Masvingo,active
,Goromonzi,,ZW030201,Bosha Rural Health Centre,+263774159710,Mashonaland East,active
,Northern,,ZWdummy03,Borrowdale PC Clinic,+263783282891,Harare,active
,Uzumba Maramba Pfungwe,,ZW030325,Borera Clinic,+263774160769,Mashonaland East,active
,Marondera,,ZW030501,Border Church Rural Health Centre,+263774160851,Mashonaland East,active
,Masvingo,,ZW080591,Bondolfi Clinic,+263774149531,Masvingo,active
,Sanyati,,ZW040320,Blackmovale Clinic,+263777146547,Mashonaland West,active
,Guruve,,ZW020344,Birkdale Clinic,+263774157673,Mashonaland Central,active
,Binga,,ZW050197,Binga ZPS Clinic,+263783283041,Matabeleland North,active
,Bindura,,ZW020105,Bindura ZRP Camp Clinic,+263783282863,Mashonaland Central,active
,Bindura,,ZW020103,Bindura ZPS Clinic,+263783282917,Mashonaland Central,active
,Bindura,,ZW02010A,Bindura Provincial Hospital,+263783282918,Mashonaland Central,active
,Bikita,,ZW08010A,Bikita Rural Hospital,+263774149114,Masvingo,active
,Tsholotsho,,ZW050625,Bhubhudhe Clinic,+263774151330,Matabeleland North,active
,Bulilima,,ZW060234,Bezu Clinic,+263783283059,Matabeleland South,active
,Zvimba,,ZWdummy02,Bevking Clinic,+263783282944,Mashonaland West,active
,Matobo,,ZW060504,Beula-seula Rural Health Centre,+263774152054,Matabeleland South,active
,Chivi,,ZW08030C,Berejena Mission Hospital,+263774150112,Masvingo,active
,West South West,,ZW000A14,Glen View Satellite Clinic,+263783282906,Harare,active
,West South West,,ZW000A13,Glen View Polyclinic,+263783282908,Harare,active
,South Western,,ZW000A11,Glen Norah Satellite Clinic,+263783282907,Harare,active
,Chiredzi,,ZW080206,Gezani Clinic,+263783285138,Masvingo,active
,Umguza,,ZW050781,George Silundika Clinic,+263783283022,Matabeleland North,active
,Goromonzi,,ZW030276,PaGejo RaRuby Clinic,+263774159870,Mashonaland East,active
,Gokwe South,,ZW070226,Gawa Clinic,+263774150401,Midlands Province,active
,Mhondoro,,ZWdummy17,Gavhunga Clinic,+263783282875,Mashonaland West,active
,Bikita,,ZW080135,Gava Rural Health Centre,+263774149424,Masvingo,active
,Masvingo,,ZW08050F,Gaths Mine Hospital,+263774149696,Masvingo,active
,Gwanda,,ZW060331,Garanyemba Clinic,+263774151768,Matabeleland South,active
,Hwedza,,ZW030401,Garaba Rural Health Centre,+263774159878,Mashonaland East,active
,Gutu,,ZW080408,Chitando Rural Health Centre,+263774149730,Masvingo,active
,Makoni,,ZW010433,Rukweza Clinic,+263774148055,Manicaland,active
,Marondera,,ZW03050A,Marondera Provincial Hospital,+263783279353,Mashonaland East,active
,Marondera,,ZW030511,St Thomas Prison Clinic,+263783280015,Mashonaland East,active
,Marondera,,ZW030512,Marondera ZRP Clinic,+263783280014,Mashonaland East,active
,Marondera,,ZW030513,Ridigita Prison Clinic,+263783283084,Mashonaland East,active
,Marondera,,ZW030525,Masikana Clinic,+263774160902,Mashonaland East,active
,Marondera,,ZW030528,Marondera Rural District Council Clinic,+263783280016,Mashonaland East,active
,Mutare,,ZW010515,Vumba Clinic,+263774148350,Manicaland,active
,Chipinge,,ZW010335,Rimbi Clinic,+263774147721,Manicaland,active
,Chipinge,,ZW010333,Mutema Clinic Chipinge,+263774147653,Manicaland,active
,Murewa,,ZW030746,Virginia Clinic,+263774160346,Mashonaland East,active
,Murewa,,ZW030747,Waterloo Clinic,+263774160311,Mashonaland East,active
,Murewa,,ZW030749,Kambarami Rural Health Centre,+263774160379,Mashonaland East,active
,Murewa,,ZW030750,Muchinjike Rural Health Centre,+263774160391,Mashonaland East,active
,Murewa,,ZW030771,Nehoreka Pvt Clinic,+263774160401,Mashonaland East,active
,Mutoko,,ZW030801,Hoyuyu I Rural Health Centre,+263774160516,Mashonaland East,active
,Mutoko,,ZW030802,Hoyuyu II Rural Health Centre,+263774160517,Mashonaland East,active
,Mutoko,,ZW030803,Kapondoro Rural Health Centre,+263774160518,Mashonaland East,active
,Mutoko,,ZW030804,Katsukunya Rural Health Centre,+263774160528,Mashonaland East,active
,Mutoko,,ZW030805,Kawere Rural Health Centre,+263774160531,Mashonaland East,active
,Mutoko,,ZW030807,Nyamuzizi Rural Health Centre,+263774160567,Mashonaland East,active
,Mutoko,,ZW030808,Nyadiri Rural Health Centre,+263774160571,Mashonaland East,active
,Mutoko,,ZW030809,Kushinga Rural Health Centre,+263774160576,Mashonaland East,active
,Mutoko,,ZW03080A,Mutoko District Hospital,+263783279349,Mashonaland East,active
,Mutoko,,ZW03080B,Nyamuzuwe Rural Hospital,+263774160480,Mashonaland East,active
,Mutoko,,ZW03080C,Makosa Rural Hospital,+263774160491,Mashonaland East,active
,Mutoko,,ZW03080D,Nyadiri Mission Hospital,+263774160495,Mashonaland East,active
,Mutoko,,ZW03080E,Luisa Guidotti Mission Hospital,+263774160504,Mashonaland East,active
,Mutoko,,ZW030810,Nzira Rural Health Centre,+263774160582,Mashonaland East,active
,Mutoko,,ZW030811,Mutoko Prison Clinic,+263783280023,Mashonaland East,active
,Mutoko,,ZW030815,Madimutsa Clinic,+263774160617,Mashonaland East,active
,Mutoko,,ZW030826,Matedza Clinic,+263774160677,Mashonaland East,active
,Mutoko,,ZW030827,Mother of Peace Clinic,+263774160678,Mashonaland East,active
,Mutoko,,ZW030861,Mutemwa Leprosy Settlement Clinic,+263774160686,Mashonaland East,active
,Mutoko,,ZW030898,Kowo Clinic,+263774160694,Mashonaland East,active
,Mutoko,,ZW030899,Kawazva Clinic,+263774160588,Mashonaland East,active
,Seke,,ZW030902,Zhakata Rural Health Centre,+263774160980,Mashonaland East,active
,Chitungwiza Urban,,ZW030903,ZRP Chitungwiza Camp Clinic,+263783285064,Harare,active
,Seke,,ZW030905,Masasa Rural Health Centre,+263774160989,Mashonaland East,active
,Seke,,ZW030922,Jonasi Clinic,+263774161025,Mashonaland East,active
,Seke,,ZW030923,Makanyazingwa Clinic,+263774161032,Mashonaland East,active
,Seke,,ZW030924,Marirangwe Clinic,+263774161034,Mashonaland East,active
,Seke,,ZW030984,Lanark Clinic,+263774161069,Mashonaland East,active
,Chegutu,,ZW040103,Mbyuanehanda Rural Health Centre,+263774161174,Mashonaland West,active
,Chegutu,,ZW040104,Monera Rural Health Centre,+263774161197,Mashonaland West,active
,Chegutu,,ZW040105,Msengezi Rural Health Centre,+263774161201,Mashonaland West,active
,Chegutu,,ZW040106,Musinami Rural Health Centre,+263774161221,Mashonaland West,active
,Chegutu,,ZW04010B,Mhondoro Rural Hospital,+263774161185,Mashonaland West,active
,Chegutu,,ZW04010C,Norton Hospital,+263783280017,Mashonaland West,active
,Chegutu,,ZW040127,Mhondoro North Clinic,+263774161178,Mashonaland West,active
,Chegutu,,ZW040128,Mupawose Clinic,+263774161204,Mashonaland West,active
,Chegutu,,ZW040129,Rwizi Clinic,+263774161231,Mashonaland West,active
,Chegutu,,ZW040130,Watyoka Clinic,+263774161257,Mashonaland West,active
,Chegutu,,ZW040147,Katanga Utano Clinic,+263783283085,Mashonaland West,active
,Chegutu,,ZW040148,Sandringham Clinic,+263774161234,Mashonaland West,active
,Chegutu,,ZW040149,Selous Clinic,+263774161240,Mashonaland West,active
,Chegutu,,ZW040161,Pfupajena Clinic,+263783285178,Mashonaland West,active
,Chegutu,,ZW040177,Lismore Clinic,+263774161144,Mashonaland West,active
,Chegutu,,ZW040178,Homedale Clinic,+263774161136,Mashonaland West,active
,Chegutu,,ZW040179,Mafuti Clinic,+263774161169,Mashonaland West,active
,Chegutu,,ZW040187,mwPresbyterian Clinic,+263774161272,Mashonaland West,active
,Hurungwe,,ZW040205,Masanga Rural Health Centre,+263774161288,Mashonaland West,active
,Hurungwe,,ZW040206,Zvipani Rural Health Centre,+263774161291,Mashonaland West,active
,Hurungwe,,ZW040207,Zebra Downs Clinic,+263774161448,Mashonaland West,active
,Hurungwe,,ZW040209,Karoi Prison Clinic,+263774161489,Mashonaland West,active
,Hurungwe,,ZW04020A,Karoi District Hospital,+263783285181,Mashonaland West,active
,Hurungwe,,ZW04020B,Hurungwe Rural Hospital,+263774161294,Mashonaland West,active
,Hurungwe,,ZW04020C,Mwani Rural Hospital,+263774161305,Mashonaland West,active
,Hurungwe,,ZW040227,Kazangarare Clinic,+263774161319,Mashonaland West,active
,Hurungwe,,ZW040228,Nyamakate Clinic,+263774161333,Mashonaland West,active
,Hurungwe,,ZW040229,Nyamhunga_Sengwe Clinic,+263774161354,Mashonaland West,active
,Hurungwe,,ZW040245,Helwin Clinic,+263774161355,Mashonaland West,active
,Hurungwe,,ZW040246,Hesketh Clinic,+263774161362,Mashonaland West,active
,Hurungwe,,ZW040247,Mashongwe Clinic,+263774161371,Mashonaland West,active
,Hurungwe,,ZW040248,Nyangoma Clinic,+263774161372,Mashonaland West,active
,Hurungwe,,ZW040275,Lynx Clinic,+263774161404,Mashonaland West,active
,Hurungwe,,ZW040291,Kapfunde Clinic,+263774161409,Mashonaland West,active
,Hurungwe,,ZW040294,Kasimure Clinic,+263774161414,Mashonaland West,active
,Hurungwe,,ZW040295,Karuru RDC Clinic,+263774161415,Mashonaland West,active
,Hurungwe,,ZW040296,Dete Clinic,+263774161417,Mashonaland West,active
,Hurungwe,,ZW040297,Lanlory Clinic,+263774161424,Mashonaland West,active
,Hurungwe,,ZW040298,Hurungwe ZRP Camp Clinic,+263783285173,Mashonaland West,active
,Sanyati,,ZW040304,New Geja Rural Health Centre,+263777146565,Mashonaland West,active
,Sanyati,,ZW040305,Jompani Rural Health Centre,+263777146550,Mashonaland West,active
,Mhondoro,,ZW040306,Jondale Bumbe Rural Health Centre,+263777146504,Mashonaland West,active
,Sanyati,,ZW040307,Kadoma ZPS Clinic,+263783282934,Mashonaland West,active
,Mhondoro,,ZW040308,Muzvezve Rural Health Centre,+263777146516,Mashonaland West,active
,Sanyati,,ZW04030A,Kadoma General Hospital,+263783282933,Mashonaland West,active
,Mhondoro,,ZW04030B,Ngezi (mhondoro) Rural Hospital,+263777146522,Mashonaland West,active
,Sanyati,,ZW04030C,Sanyati Mission Hospital,+263777146566,Mashonaland West,active
,Sanyati,,ZW04030F,Rimuka FCH,+263783282929,Mashonaland West,active
,Sanyati,,ZW040310,Nyamatani Rural Health Centre,+263777146712,Mashonaland West,active
,Sanyati,,ZW040311,Vere Rural Health Centre,+263777146724,Mashonaland West,active
,Mhondoro,,ZW040315,Manyoni Rural Health Centre,+263783282873,Mashonaland West,active
,Mhondoro,,ZW040317,Twin Tops Clinic,+263783282874,Mashonaland West,active
,Mhondoro,,ZW040322,Mukarati RDC Clinic,+263777146515,Mashonaland West,active
,Mhondoro,,ZW040323,Zimplats Ngezi Mine Clinic,+263783279386,Mashonaland West,active
,Sanyati,,ZW040324,Perseverance Army Clinic,+263777146549,Mashonaland West,active
,Mhondoro,,ZW040327,Manyewe RDC Clinic,+263777146514,Mashonaland West,active
,Mhondoro,,ZW040328,Murambwa RDC Clinic,+263777146524,Mashonaland West,active
,Sanyati,,ZW040329,Muuyu RDC Clinic,+263777146556,Mashonaland West,active
,Sanyati,,ZW040330,Sanyati RDC Clinic,+263777146748,Mashonaland West,active
,Sanyati,,ZW040346,Ordoff RDC Clinic,+263777146533,Mashonaland West,active
,Mhondoro,,ZW040348,Turf Estate RDC Clinic,+263777146528,Mashonaland West,active
,Sanyati,,ZW040361,Rimuka Clinic,+263783282940,Mashonaland West,active
,Sanyati,,ZW040362,Weverly Clinic,+263783282936,Mashonaland West,active
,Sanyati,,ZW040363,Ngezi Clinic,+263783282931,Mashonaland West,active
,Sanyati,,ZW040379,Patchway RDC Clinic,+263777146538,Mashonaland West,active
,Sanyati,,ZW040381,Jairosi Jiri Clinic,+263783282984,Mashonaland West,active
,Mhondoro,,ZW040384,Mafindifindi Clinic,+263783282876,Mashonaland West,active
,Kariba,,ZW040403,Kanyati Rural Health Centre,+263774161505,Mashonaland West,active
,Kariba,,ZW040405,Negande Rural Health Centre,+263783285154,Mashonaland West,active
,Kariba,,ZW04040A,Kariba Hospital,+263783285172,Mashonaland West,active
,Kariba,,ZW040427,Msampakaruma Clinic,+263783282986,Mashonaland West,active
,Kariba,,ZW040428,Siyakobvu rural hospital,+263777146449,Mashonaland West,active
,Kariba,,ZW040461,Nyamhunga Clinic,+263783282992,Mashonaland West,active
,Kariba,,ZW040462,Mahombekombe Clinic,+263783282993,Mashonaland West,active
,Kariba,,ZW040463,Kasvisva RDC Clinic,+263774161511,Mashonaland West,active
,Kariba,,ZW040464,Mayovhe RDC clinic,+263777146456,Mashonaland West,active
,Makonde,,ZW040505,Kamhonde Rural Health Centre,+263777146469,Mashonaland West,active
,Makonde,,ZW040506,Kenzamba Rural Health Centre,+263777146466,Mashonaland West,active
,Makonde,,ZW040507,Murereka Rural Health Centre,+263777147455,Mashonaland West,active
,Makonde,,ZW040508,Zumbara Rural Health Centre,+263777147437,Mashonaland West,active
,Makonde,,ZW04050B,St Rupert's Mission Hospital,+263777147434,Mashonaland West,active
,Makonde,,ZW04050D,Makonde Christ Hosp,+263777147470,Mashonaland West,active
,Makonde,,ZW040510,River Ranch RDC Clinic,+263777147461,Mashonaland West,active
,Makonde,,ZW040525,Hombwe RDC Clinic,+263777147427,Mashonaland West,active
,Makonde,,ZW040526,Mukohwe RDC Clinic,+263777147435,Mashonaland West,active
,Makonde,,ZW040527,Obva RDC Clinic,+263777146475,Mashonaland West,active
,Makonde,,ZW040533,Runene RDCClinic,+263777147422,Mashonaland West,active
,Makonde,,ZW040547,Matoranjera RDC Clinic,+263777147438,Mashonaland West,active
,Makonde,,ZW040548,Umboe RDC Clinic,+263777146482,Mashonaland West,active
,Makonde,,ZW040579,Nyamugomba RDC Clinic,+263777146484,Mashonaland West,active
,Makonde,,ZW040581,Green Valley RDC Clinic,+263777147473,Mashonaland West,active
,Makonde,,ZW040582,Presbyterian Churh Clinic,+263783285081,Mashonaland West,active
,Makonde,,ZW040583,Portlet RDC clinic,+263777147453,Mashonaland West,active
,Makonde,,ZW040584,Sadoma RDC Clinic,+263777147460,Mashonaland West,active
,Zvimba,,ZW040602,Gwebi Rural Health Centre,+263777146618,Mashonaland West,active
,Zvimba,,ZW04060D,Rafingora Rural Hospital,+263783282942,Mashonaland West,active
,Zvimba,,ZW04060F,Mutorashanga Rural Hospital,+263783282947,Mashonaland West,active
,Zvimba,,ZW04060G,Zvimba Rural Hospital,+263783282939,Mashonaland West,active
,Zvimba,,ZW040625,Masiyarwa RDC Clinic,+263778126754,Mashonaland West,active
,Zvimba,,ZW040627,Jari RDC Clinic,+263777146617,Mashonaland West,active
,Zvimba,,ZW040628,Madzorera RDC Clinic,+263777146577,Mashonaland West,active
,Zvimba,,ZW040629,Mpumbu RDC Clinic,+263778126792,Mashonaland West,active
,Zvimba,,ZW040643,Kutama RDC Clinic,+263777146623,Mashonaland West,active
,Zvimba,,ZW040644,Kuwadzana RDC Clinic,+263777146595,Mashonaland West,active
,Zvimba,,ZW040645,Mount Hampden RDC Clinic,+263778126791,Mashonaland West,active
,Zvimba,,ZW040646,Nyabira RDC Clinic,+263778126794,Mashonaland West,active
,Zvimba,,ZW040647,TRB RDC Clinic,+263778126796,Mashonaland West,active
,Zvimba,,ZW040648,Trelawney RDC Clinic,+263778126797,Mashonaland West,active
,Zvimba,,ZW040649,Zowa RDCClinic,+263778126799,Mashonaland West,active
,Zvimba,,ZW040676,Muriel Mine Clinic,+263778126793,Mashonaland West,active
,Zvimba,,ZW040677,Sutton RDC Clinic,+263778126795,Mashonaland West,active
,Zvimba,,ZW040678,Vanad RDC Clinic,+263778126798,Mashonaland West,active
,Zvimba,,ZW040679,Kemurara RDC Clinic,+263777146615,Mashonaland West,active
,Zvimba,,ZW040681,Inkomo ZNA Camp Hospital,+263783282941,Mashonaland West,active
,Zvimba,,ZW040683,Mapinga RDC Clinic,+263777146572,Mashonaland West,active
,Zvimba,,ZW040687,ZIPAM Clinic,+263783282943,Mashonaland West,active
,Zvimba,,ZW040689,Lospen Farming Clinic,+263777146584,Mashonaland West,active
,Binga,,ZW050102,Lubimbi Rural Health Centre,+263778126789,Matabeleland North,active
,Binga,,ZW050103,Lusulu Rural Health Centre,+263783282977,Matabeleland North,active
,Binga,,ZW050104,Muchesu Rural Health Centre,+263783282980,Matabeleland North,active
,Binga,,ZW050105,Siansundu Rural Health Centre,+263783282979,Matabeleland North,active
,Binga,,ZW05010B,Siabuwa Rural Hospital,+263783282978,Matabeleland North,active
,Binga,,ZW05010C,Kariyangwe Mission Hospital,+263783279345,Matabeleland North,active
,Binga,,ZW050125,Pashu Clinic,+263774151103,Matabeleland North,active
,Binga,,ZW050190,Tinde Clinic,+263774151105,Matabeleland North,active
,Binga,,ZW050191,Sinakoma Clinic,+263774151108,Matabeleland North,active
,Binga,,ZW050192,Simatelele Rural Health Centre,+263774151117,Matabeleland North,active
,Binga,,ZW050193,Sinansengwe Rural Health,+263783282981,Matabeleland North,active
,Binga,,ZW050196,Siadindi Rural Health Centre,+263783282976,Matabeleland North,active
,Bubi,,ZW050201,Lukala Rural Health Centre,+263774151125,Matabeleland North,active
,Bubi,,ZW050202,Membeswana Rural Health Centre,+263774151145,Matabeleland North,active
,Bubi,,ZW050226,Siganda Clinic,+263774151122,Matabeleland North,active
,Bubi,,ZW050228,Majiji Clinic,+263774151147,Matabeleland North,active
,Bubi,,ZW050230,Mdutshane Rural Health Centre,+263774151155,Matabeleland North,active
,Bubi,,ZW050231,Kenilworth Clinic,+263775284509,Matabeleland North,active
,Bubi,,ZW050232,Raafs Clinic,+263783282973,Matabeleland North,active
,Bubi,,ZW050256,Isabella Mine Clinic,+263783282949,Matabeleland North,active
,Hwange,,ZW050302,Jambezi Rural Health Centre,+263778126788,Matabeleland North,active
,Hwange,,ZW050303,Kanyambizi Rural Health Centre,+263775284507,Matabeleland North,active
,Hwange,,ZW050304,Mwakandara Rural Health Centre,+263774151203,Matabeleland North,active
,Hwange,,ZW050305,Mwemba Rural Health Centre,+263778126790,Matabeleland North,active
,Hwange,,ZW05030A,Victoria Falls Hospital,+263783282969,Matabeleland North,active
,Hwange,,ZW05030B,Lukosi Rural Hospital,+263783282948,Matabeleland North,active
"igaviro@hwangecolliery.co.zw, wchibaya@hwangecolliery.co.zw",Hwange,igaviro@hwangecolliery.co.zw,ZW05030D,Hwange Colliery Hospital,+263783282959,Matabeleland North,active
,Hwange,,ZW050330,Lupote Clinic,+263774151189,Matabeleland North,active
,Hwange,,ZW050332,Ndlovu Clinic,+263774151167,Matabeleland North,active
,Hwange,,ZW050337,St Patrick's Mission Hospital,+263783282970,Matabeleland North,active
,Hwange,,ZW050360,Ingagula Clinic,+263783282964,Matabeleland North,active
,Hwange,,ZW050391,Lukunguni Clinic,+263774151175,Matabeleland North,active
,Lupane,,ZW050405,Kanyandabu Clinic,+263783282950,Matabeleland North,active
,Lupane,,ZW050406,Lupane Rural Heath Centre,+263783282951,Matabeleland North,active
,Lupane,,ZW050407,Lupaka Clinic,+263774151248,Matabeleland North,active
,Lupane,,ZW05040B,St Luke's Mission Hospital,+263783282953,Matabeleland North,active
,Lupane,,ZW050426,Jotsholo Clinic,+263783282952,Matabeleland North,active
,Lupane,,ZW050427,Mdlankuzi Clinic,+263774151227,Matabeleland North,active
,Lupane,,ZW050492,Gwaai Rural Health Centre,+263774151272,Matabeleland North,active
,Nkayi,,ZW050503,Ngwaladi Rural Health Centre,+263777146937,Matabeleland North,active
,Nkayi,,ZW050505,Sivalo Rural Health Centre,+263777146913,Matabeleland North,active
,Nkayi,,ZW050506,Zenka Rural Health Centre,+263774151295,Matabeleland North,active
,Nkayi,,ZW05050A,Nkayi District Hospital,+263783283030,Matabeleland North,active
,Nkayi,,ZW05050C,Mbuma Mission Hospital,+263783283033,Matabeleland North,active
,Nkayi,,ZW050526,Nesigwe Clinic,+263783282955,Matabeleland North,active
,Nkayi,,ZW050527,Sebhumane Clinic,+263783282954,Matabeleland North,active
,Nkayi,,ZW050528,Sikhobokhobo Clinic,+263774157986,Matabeleland North,active
,Nkayi,,ZW050529,Zinyangeni Clinic,+263774151308,Matabeleland North,active
,Nkayi,,ZW050532,Guwe Clinic,+263774151277,Matabeleland North,active
,Nkayi,,ZW050533,Gwelutshena Clinic,+263777146911,Matabeleland North,active
,Nkayi,,ZW050534,Sesemba Clinic,+263774150385,Matabeleland North,active
,Tsholotsho,,ZW050603,Makaza Clinic,+263783283038,Matabeleland North,active
,Tsholotsho,,ZW050604,Mlagisa Rural Health Centre,+263774151347,Matabeleland North,active
,Tsholotsho,,ZW050605,Mtshayeli Rural Health Centre,+263774151374,Matabeleland North,active
,Tsholotsho,,ZW05060A,Tsholotsho District Hospital,+263783283039,Matabeleland North,active
,Tsholotsho,,ZW05060B,Siphepha Rural Hospital,+263774161517,Matabeleland North,active
,Tsholotsho,,ZW05060C,Pumula Mission Hospital,+263783283036,Matabeleland North,active
,Tsholotsho,,ZW050628,Jimila Clinic,+263774151387,Matabeleland North,active
,Tsholotsho,,ZW050629,Madlangombe Clinic,+263774151358,Matabeleland North,active
,Tsholotsho,,ZW050630,Nkunzi Clinic,+263774151342,Matabeleland North,active
,Tsholotsho,,ZW050631,Tsholotsho Urban Clinic,+263783283035,Matabeleland North,active
,Tsholotsho,,ZW050633,Samahuru Mission Clinic,+263783283037,Matabeleland North,active
